weight_dvdl,dvdl,Run,Lambda
0.9018905210000001,38.2319,1,1
0.866637625,36.7375,1,1
0.761020477,32.2603,1,1
0.768250812,32.5668,1,1
0.984306904,41.7256,1,1
0.410414102,17.3978,1,1
0.812644833,34.4487,1,1
0.617638098,26.1822,1,1
0.744630145,31.5655,1,1
1.023463945,43.3855,1,1
1.023251635,43.3765,1,1
0.667953209,28.3151,1,1
0.6256893649999999,26.5235,1,1
1.276780442,54.1238,1,1
0.728216223,30.8697,1,1
0.804947416,34.1224,1,1
1.124785354,47.6806,1,1
1.2041185239999999,51.0436,1,1
0.824581373,34.9547,1,1
1.0758125139999999,45.6046,1,1
0.9378581939999999,39.7566,1,1
0.933899792,39.5888,1,1
0.829889123,35.1797,1,1
1.0310622839999999,43.7076,1,1
0.7870803500000001,33.365,1,1
0.9046835769999999,38.3503,1,1
0.70418509,29.851,1,1
0.735821639,31.1921,1,1
1.0420693779999999,44.1742,1,1
0.958504162,40.6318,1,1
0.674645692,28.5988,1,1
0.7998708480000001,33.9072,1,1
0.202246506,8.5734,1,1
1.037103683,43.9637,1,1
0.5904411869999999,25.0293,1,1
0.967642928,41.0192,1,1
0.7726102440000001,32.7516,1,1
0.40303043200000005,17.0848,1,1
0.7999817210000001,33.9119,1,1
0.7820320900000001,33.151,1,1
0.783426259,33.2101,1,1
0.901253591,38.2049,1,1
0.9631702639999999,40.8296,1,1
1.0426402559999999,44.1984,1,1
0.709207401,30.0639,1,1
0.7562954000000001,32.06,1,1
1.064258132,45.1148,1,1
1.092596799,46.3161,1,1
0.660635591,28.0049,1,1
0.925848525,39.2475,1,1
1.080922108,45.8212,1,1
0.97907936,41.504,1,1
0.7483597240000001,31.7236,1,1
0.936232843,39.6877,1,1
1.030720229,43.6931,1,1
0.79243528,33.592,1,1
0.9033436650000001,38.2935,1,1
0.492788023,20.8897,1,1
0.974259923,41.2997,1,1
0.842523927,35.7153,1,1
0.611014026,25.9014,1,1
1.016401099,43.0861,1,1
-0.0037767589999999998,-0.1601,1,1
1.062474728,45.0392,1,1
0.717756417,30.4263,1,1
0.6326838,26.82,1,1
0.750103025,31.7975,1,1
0.577421866,24.4774,1,1
1.087987313,46.1207,1,1
0.656429494,27.8266,1,1
0.747892642,31.7038,1,1
0.6673375100000001,28.289,1,1
0.9953022029999999,42.1917,1,1
0.891133481,37.7759,1,1
0.779993914,33.0646,1,1
0.729648136,30.9304,1,1
0.654879631,27.7609,1,1
0.549177559,23.2801,1,1
1.013832148,42.9772,1,1
0.553046319,23.4441,1,1
0.8547459060000001,36.2334,1,1
0.620820389,26.3171,1,1
1.145919635,48.5765,1,1
0.907957869,38.4891,1,1
0.9495352440000001,40.2516,1,1
0.605005653,25.6467,1,1
0.509423691,21.5949,1,1
0.710660545,30.1255,1,1
1.0674475,45.25,1,1
0.860181042,36.4638,1,1
0.746564525,31.6475,1,1
0.733535768,31.0952,1,1
0.404667578,17.1542,1,1
0.5777639210000001,24.4919,1,1
0.47925679899999996,20.3161,1,1
0.613847185,26.0215,1,1
0.588143521,24.9319,1,1
0.575739899,24.4061,1,1
0.658146846,27.8994,1,1
0.820280916,34.7724,1,1
0.717511081,30.4159,1,1
0.329406042,13.9638,1,1
0.954953867,40.4813,1,1
0.793541651,33.6389,1,1
0.33402024599999997,14.1594,1,1
0.8245365520000001,34.9528,1,1
0.749057988,31.7532,1,1
0.69531525,29.475,1,1
0.868142667,36.8013,1,1
0.648689615,27.4985,1,1
0.9890366989999999,41.9261,1,1
0.359259187,15.2293,1,1
0.38607865799999996,16.3662,1,1
1.021944749,43.3211,1,1
0.768007835,32.5565,1,1
0.691371002,29.3078,1,1
0.6029887079999999,25.5612,1,1
0.287956053,12.2067,1,1
0.6365218930000001,26.9827,1,1
0.6791938439999999,28.7916,1,1
0.7025007639999999,29.7796,1,1
0.646104151,27.3889,1,1
0.968971045,41.0755,1,1
0.22792893900000002,9.6621,1,1
0.975625784,41.3576,1,1
1.029248213,43.6307,1,1
0.672704235,28.5165,1,1
0.937027826,39.7214,1,1
0.74563272,31.608,1,1
0.8564821300000001,36.307,1,1
0.606517772,25.7108,1,1
0.740381586,31.3854,1,1
0.7930556969999999,33.6183,1,1
